id,family,gender,pose,variant,status,evidence,specification,usage
female-idle-cap-clo-005,cap,FEMALE,IDLE,CLO-005,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-idle-cap-studio-pink,cap,FEMALE,IDLE,STUDIO-PINK,REWORK_PILOT,design/redesign-2026-09/assets/modular/lumi-idle-cap-pink-pilot.png,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-idle-cap-studio-lavender,cap,FEMALE,IDLE,STUDIO-LAVENDER,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-idle-cap-studio-olive,cap,FEMALE,IDLE,STUDIO-OLIVE,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-idle-worn_shoes-shoes-base,worn_shoes,FEMALE,IDLE,SHOES-BASE,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-001,worn_shoes,FEMALE,IDLE,FIR-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-002,worn_shoes,FEMALE,IDLE,FIR-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-003,worn_shoes,FEMALE,IDLE,FIR-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-004,worn_shoes,FEMALE,IDLE,FIR-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-005,worn_shoes,FEMALE,IDLE,FIR-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-006,worn_shoes,FEMALE,IDLE,FIR-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-007,worn_shoes,FEMALE,IDLE,FIR-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-008,worn_shoes,FEMALE,IDLE,FIR-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-009,worn_shoes,FEMALE,IDLE,FIR-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-010,worn_shoes,FEMALE,IDLE,FIR-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-011,worn_shoes,FEMALE,IDLE,FIR-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-012,worn_shoes,FEMALE,IDLE,FIR-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-fir-013,worn_shoes,FEMALE,IDLE,FIR-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-001,worn_shoes,FEMALE,IDLE,WAT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-002,worn_shoes,FEMALE,IDLE,WAT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-003,worn_shoes,FEMALE,IDLE,WAT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-004,worn_shoes,FEMALE,IDLE,WAT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-005,worn_shoes,FEMALE,IDLE,WAT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-006,worn_shoes,FEMALE,IDLE,WAT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-007,worn_shoes,FEMALE,IDLE,WAT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-008,worn_shoes,FEMALE,IDLE,WAT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-009,worn_shoes,FEMALE,IDLE,WAT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-010,worn_shoes,FEMALE,IDLE,WAT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-011,worn_shoes,FEMALE,IDLE,WAT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-012,worn_shoes,FEMALE,IDLE,WAT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wat-013,worn_shoes,FEMALE,IDLE,WAT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-001,worn_shoes,FEMALE,IDLE,LIT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-002,worn_shoes,FEMALE,IDLE,LIT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-003,worn_shoes,FEMALE,IDLE,LIT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-004,worn_shoes,FEMALE,IDLE,LIT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-005,worn_shoes,FEMALE,IDLE,LIT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-006,worn_shoes,FEMALE,IDLE,LIT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-007,worn_shoes,FEMALE,IDLE,LIT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-008,worn_shoes,FEMALE,IDLE,LIT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-009,worn_shoes,FEMALE,IDLE,LIT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-010,worn_shoes,FEMALE,IDLE,LIT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-011,worn_shoes,FEMALE,IDLE,LIT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-012,worn_shoes,FEMALE,IDLE,LIT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-lit-013,worn_shoes,FEMALE,IDLE,LIT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-001,worn_shoes,FEMALE,IDLE,WND-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-002,worn_shoes,FEMALE,IDLE,WND-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-003,worn_shoes,FEMALE,IDLE,WND-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-004,worn_shoes,FEMALE,IDLE,WND-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-005,worn_shoes,FEMALE,IDLE,WND-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-006,worn_shoes,FEMALE,IDLE,WND-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-007,worn_shoes,FEMALE,IDLE,WND-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-008,worn_shoes,FEMALE,IDLE,WND-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-009,worn_shoes,FEMALE,IDLE,WND-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-010,worn_shoes,FEMALE,IDLE,WND-010,REWORK_PILOT,design/redesign-2026-09/assets/modular/lumi-idle-shoes-teal-pilot.png,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-011,worn_shoes,FEMALE,IDLE,WND-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-012,worn_shoes,FEMALE,IDLE,WND-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-idle-worn_shoes-wnd-013,worn_shoes,FEMALE,IDLE,WND-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-body-base,body,FEMALE,RUN,base,NEW,,"1024x1536 transparent aligned body/face/eyes/skin; rear hair/arms and front hair/hands/occlusion layers; no outfit, cap or shoe",all character scenes
female-run-outfit-starter-hoodie,outfit,FEMALE,RUN,starter_hoodie,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-outfit-clo-001,outfit,FEMALE,RUN,CLO-001,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-outfit-clo-002,outfit,FEMALE,RUN,CLO-002,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-outfit-clo-003,outfit,FEMALE,RUN,CLO-003,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-outfit-clo-004,outfit,FEMALE,RUN,CLO-004,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-outfit-clo-005,outfit,FEMALE,RUN,CLO-005,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-outfit-studio-pink,outfit,FEMALE,RUN,STUDIO-PINK,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-outfit-studio-lavender,outfit,FEMALE,RUN,STUDIO-LAVENDER,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-outfit-studio-olive,outfit,FEMALE,RUN,STUDIO-OLIVE,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-run-cap-starter-hoodie,cap,FEMALE,RUN,starter_hoodie,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-cap-clo-001,cap,FEMALE,RUN,CLO-001,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-cap-clo-002,cap,FEMALE,RUN,CLO-002,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-cap-clo-003,cap,FEMALE,RUN,CLO-003,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-cap-clo-004,cap,FEMALE,RUN,CLO-004,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-cap-clo-005,cap,FEMALE,RUN,CLO-005,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-cap-studio-pink,cap,FEMALE,RUN,STUDIO-PINK,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-cap-studio-lavender,cap,FEMALE,RUN,STUDIO-LAVENDER,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-cap-studio-olive,cap,FEMALE,RUN,STUDIO-OLIVE,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-run-worn_shoes-shoes-base,worn_shoes,FEMALE,RUN,SHOES-BASE,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-001,worn_shoes,FEMALE,RUN,FIR-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-002,worn_shoes,FEMALE,RUN,FIR-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-003,worn_shoes,FEMALE,RUN,FIR-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-004,worn_shoes,FEMALE,RUN,FIR-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-005,worn_shoes,FEMALE,RUN,FIR-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-006,worn_shoes,FEMALE,RUN,FIR-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-007,worn_shoes,FEMALE,RUN,FIR-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-008,worn_shoes,FEMALE,RUN,FIR-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-009,worn_shoes,FEMALE,RUN,FIR-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-010,worn_shoes,FEMALE,RUN,FIR-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-011,worn_shoes,FEMALE,RUN,FIR-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-012,worn_shoes,FEMALE,RUN,FIR-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-fir-013,worn_shoes,FEMALE,RUN,FIR-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-001,worn_shoes,FEMALE,RUN,WAT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-002,worn_shoes,FEMALE,RUN,WAT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-003,worn_shoes,FEMALE,RUN,WAT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-004,worn_shoes,FEMALE,RUN,WAT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-005,worn_shoes,FEMALE,RUN,WAT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-006,worn_shoes,FEMALE,RUN,WAT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-007,worn_shoes,FEMALE,RUN,WAT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-008,worn_shoes,FEMALE,RUN,WAT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-009,worn_shoes,FEMALE,RUN,WAT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-010,worn_shoes,FEMALE,RUN,WAT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-011,worn_shoes,FEMALE,RUN,WAT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-012,worn_shoes,FEMALE,RUN,WAT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wat-013,worn_shoes,FEMALE,RUN,WAT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-001,worn_shoes,FEMALE,RUN,LIT-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-002,worn_shoes,FEMALE,RUN,LIT-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-003,worn_shoes,FEMALE,RUN,LIT-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-004,worn_shoes,FEMALE,RUN,LIT-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-005,worn_shoes,FEMALE,RUN,LIT-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-006,worn_shoes,FEMALE,RUN,LIT-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-007,worn_shoes,FEMALE,RUN,LIT-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-008,worn_shoes,FEMALE,RUN,LIT-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-009,worn_shoes,FEMALE,RUN,LIT-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-010,worn_shoes,FEMALE,RUN,LIT-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-011,worn_shoes,FEMALE,RUN,LIT-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-012,worn_shoes,FEMALE,RUN,LIT-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-lit-013,worn_shoes,FEMALE,RUN,LIT-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-001,worn_shoes,FEMALE,RUN,WND-001,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-002,worn_shoes,FEMALE,RUN,WND-002,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-003,worn_shoes,FEMALE,RUN,WND-003,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-004,worn_shoes,FEMALE,RUN,WND-004,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-005,worn_shoes,FEMALE,RUN,WND-005,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-006,worn_shoes,FEMALE,RUN,WND-006,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-007,worn_shoes,FEMALE,RUN,WND-007,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-008,worn_shoes,FEMALE,RUN,WND-008,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-009,worn_shoes,FEMALE,RUN,WND-009,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-010,worn_shoes,FEMALE,RUN,WND-010,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-011,worn_shoes,FEMALE,RUN,WND-011,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-012,worn_shoes,FEMALE,RUN,WND-012,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-run-worn_shoes-wnd-013,worn_shoes,FEMALE,RUN,WND-013,NEW,,"same-frame left/right worn pair, sole and foot contact; rear/front and occlusion where required; not the product thumbnail",all equipped-character scenes
female-cheer-body-base,body,FEMALE,CHEER,base,NEW,,"1024x1536 transparent aligned body/face/eyes/skin; rear hair/arms and front hair/hands/occlusion layers; no outfit, cap or shoe",all character scenes
female-cheer-outfit-starter-hoodie,outfit,FEMALE,CHEER,starter_hoodie,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-outfit-clo-001,outfit,FEMALE,CHEER,CLO-001,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-outfit-clo-002,outfit,FEMALE,CHEER,CLO-002,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-outfit-clo-003,outfit,FEMALE,CHEER,CLO-003,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-outfit-clo-004,outfit,FEMALE,CHEER,CLO-004,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-outfit-clo-005,outfit,FEMALE,CHEER,CLO-005,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-outfit-studio-pink,outfit,FEMALE,CHEER,STUDIO-PINK,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-outfit-studio-lavender,outfit,FEMALE,CHEER,STUDIO-LAVENDER,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-outfit-studio-olive,outfit,FEMALE,CHEER,STUDIO-OLIVE,NEW,,"same-frame upper, shorts and socks; preserve sleeve/hand overlap with rear/front garment or masks; no cap or shoes","home, run, wardrobe, challenge, result, profile, market preview"
female-cheer-cap-starter-hoodie,cap,FEMALE,CHEER,starter_hoodie,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
female-cheer-cap-clo-001,cap,FEMALE,CHEER,CLO-001,NEW,,"same-frame cap, brim and UP logo; rear/front or hair occlusion where required; selected by outfit ID",all equipped-character scenes
